,,,,,,,,State
State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
CA,95763,FOLSOM TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.000000,0.015000,2
CA,95765,ROCKLIN,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,95776,WOODLAND,0.060000,0.080000,0.002500,0.007500,0.010000,1
CA,95798,WEST SACRAMENTO,0.060000,0.080000,0.002500,0.007500,0.010000,2
CA,95799,WEST SACRAMENTO,0.060000,0.080000,0.002500,0.007500,0.010000,1
CA,95811,SACRAMENTO TMD ZONE 1,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95812,SACRAMENTO TMD ZONE 1,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95813,SACRAMENTO TMD ZONE 2,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95814,SACRAMENTO TMD ZONE 1,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95815,SACRAMENTO TMD ZONE 2,0.060000,0.082500,0.002500,0.005000,0.015000,2
CA,95816,SACRAMENTO TMD ZONE 1,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95817,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95818,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95819,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95820,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,2
CA,95821,SACRAMENTO TMD ZONE 2,0.060000,0.077500,0.002500,0,0.015000,1
CA,95822,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95823,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95824,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95825,SACRAMENTO TMD ZONE 2,0.060000,0.077500,0.002500,0,0.015000,1
CA,95826,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,2
CA,95827,RANCHO CORDOVA TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95828,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95829,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95830,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95831,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95832,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95833,SACRAMENTO TMD ZONE 3,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95834,SACRAMENTO TMD ZONE 3,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95835,SACRAMENTO TMD ZONE 3,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95836,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95837,SACRAMENTO TMD ZONE 3,0.060000,0.077500,0.002500,0,0.015000,1
CA,95838,SACRAMENTO TMD ZONE 2,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95840,SACRAMENTO TMD ZONE 1,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95841,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95842,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95843,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,2
CA,95851,SACRAMENTO TMD ZONE 2,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95852,SACRAMENTO TMD ZONE 2,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95853,SACRAMENTO TMD ZONE 2,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95860,SACRAMENTO TMD ZONE 2,0.060000,0.077500,0.002500,0,0.015000,1
CA,95864,SACRAMENTO TMD ZONE 4,0.060000,0.077500,0.002500,0,0.015000,1
CA,95865,SACRAMENTO TMD ZONE 2,0.060000,0.077500,0.002500,0,0.015000,1
CA,95866,SACRAMENTO TMD ZONE 2,0.060000,0.077500,0.002500,0,0.015000,1
CA,95867,SACRAMENTO TMD ZONE 1,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95894,SACRAMENTO,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95899,SACRAMENTO TMD ZONE 2,0.060000,0.082500,0.002500,0.005000,0.015000,1
CA,95901,MARYSVILLE,0.060000,0.082500,0.002500,0.010000,0.010000,5
CA,95903,YUBA,0.060000,0.072500,0.002500,0,0.010000,1
CA,95910,SIERRA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95912,COLUSA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95913,GLENN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,95914,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95915,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,5
CA,95916,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,2
CA,95917,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95918,YUBA,0.060000,0.072500,0.002500,0,0.010000,1
CA,95919,YUBA,0.060000,0.072500,0.002500,0,0.010000,1
CA,95920,GLENN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95922,YUBA,0.060000,0.072500,0.002500,0,0.010000,1
CA,95923,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,4
CA,95924,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,1
CA,95925,YUBA,0.060000,0.072500,0.002500,0,0.010000,2
CA,95926,CHICO,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,95927,CHICO,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,95928,CHICO,0.060000,0.072500,0.002500,0.000000,0.010000,4
CA,95929,CHICO,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,95930,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,2
CA,95932,COLUSA,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,95934,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,95935,YUBA,0.060000,0.072500,0.002500,0,0.010000,1
CA,95936,SIERRA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,95937,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95938,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95939,GLENN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95940,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,3
CA,95941,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95942,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,2
CA,95943,GLENN COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,95944,SIERRA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,95945,GRASS VALLEY,0.060000,0.085000,0.002500,0.010000,0.012500,13
CA,95946,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,2
CA,95947,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95948,GRIDLEY,0.060000,0.072500,0.002500,0.000000,0.010000,3
CA,95949,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,1
CA,95950,COLUSA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,95951,GLENN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95953,LIVE OAK,0.060000,0.072500,0.002500,0.000000,0.010000,2
CA,95954,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,3
CA,95955,COLUSA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,95956,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95957,SUTTER CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,2
CA,95958,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,2
CA,95959,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,6
CA,95960,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,3
CA,95961,YUBA,0.060000,0.072500,0.002500,0,0.010000,4
CA,95962,YUBA,0.060000,0.072500,0.002500,0,0.010000,2
CA,95963,ORLAND,0.060000,0.077500,0.002500,0.005000,0.010000,2
CA,95965,OROVILLE,0.060000,0.072500,0.002500,0.000000,0.010000,18
CA,95966,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,2
CA,95967,PARADISE,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,95968,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95969,PARADISE,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,95970,COLUSA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95971,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,6
CA,95972,YUBA,0.060000,0.072500,0.002500,0,0.010000,1
CA,95973,CHICO,0.060000,0.072500,0.002500,0.000000,0.010000,4
CA,95974,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95975,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,1
CA,95976,CHICO,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,95977,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,3
CA,95978,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.072500,0.002500,0,0.010000,1
CA,95979,COLUSA COUNTY,0.060000,0.072500,0.002500,0,0.010000,4
CA,95980,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,8
CA,95981,YUBA,0.060000,0.072500,0.002500,0,0.010000,1
CA,95982,SUTTER CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,95983,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95984,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,95986,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,1
CA,95987,WILLIAMS,0.060000,0.077500,0.002500,0.005000,0.010000,3
CA,95988,WILLOWS,0.060000,0.072500,0.002500,0.000000,0.010000,2
CA,95991,YUBA CITY,0.060000,0.072500,0.002500,0.000000,0.010000,2
CA,95992,YUBA CITY,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,95993,YUBA CITY,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96001,REDDING,0.060000,0.072500,0.002500,0.000000,0.010000,2
CA,96002,REDDING,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96003,REDDING,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96006,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96007,ANDERSON,0.060000,0.077500,0.002500,0.005000,0.010000,2
CA,96008,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96009,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96010,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96011,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96013,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96014,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96015,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96016,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96017,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96019,SHASTA LAKE,0.060000,0.072500,0.002500,0.000000,0.010000,2
CA,96020,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96021,CORNING,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,96022,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96023,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96024,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96025,SISKIYOU CO LOCAL TAX SL,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,96027,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,2
CA,96028,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96029,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96031,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96032,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96033,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96034,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96035,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96037,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96038,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96039,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96040,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96041,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96044,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,2
CA,96046,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96047,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96048,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96049,REDDING,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96050,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,2
CA,96051,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96052,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96054,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96055,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96056,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,96057,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96058,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96059,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96061,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96062,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96063,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96064,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96065,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96067,MT. SHASTA,0.060000,0.075000,0.002500,0.002500,0.010000,1
CA,96068,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96069,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96070,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96071,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96073,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96074,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96075,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96076,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96078,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96079,SHASTA LAKE,0.060000,0.072500,0.002500,0.000000,0.010000,3
CA,96080,RED BLUFF,0.060000,0.075000,0.002500,0.002500,0.010000,2
CA,96084,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96085,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96086,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,1
CA,96087,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96088,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96089,SHASTA LAKE,0.060000,0.072500,0.002500,0.000000,0.010000,2
CA,96090,TEHAMA,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96091,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96092,TEHAMA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96093,TRINITY COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96094,SISKIYOU CO LOCAL TAX SL,0.060000,0.072500,0.002500,0,0.010000,3
CA,96095,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96096,SHASTA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96097,YREKA,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,96099,REDDING,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96101,ALTURAS,0.060000,0.072500,0.002500,0.000000,0.010000,3
CA,96103,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,5
CA,96104,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96105,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96106,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96107,MONO COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96108,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96109,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96110,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96111,NEVADA COUNTY,0.060000,0.075000,0.002500,0,0.012500,2
CA,96112,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96113,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96114,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96115,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96116,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96117,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96118,LOYALTON,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96119,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96120,ALPINE COUNTY,0.060000,0.072500,0.002500,0,0.010000,6
CA,96121,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96122,PORTOLA,0.060000,0.072500,0.002500,0.000000,0.010000,2
CA,96123,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96124,SIERRA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96125,SIERRA COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96126,SIERRA COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96127,SUSANVILLE,0.060000,0.072500,0.002500,0.000000,0.010000,1
CA,96128,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96129,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,2
CA,96130,SUSANVILLE,0.060000,0.072500,0.002500,0.000000,0.010000,3
CA,96132,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96133,MONO COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96134,MODOC COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,96135,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96136,LASSEN COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96137,PLUMAS COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,96140,PLACER COUNTY NORTH TAHOE AREA,0.060000,0.072500,0.002500,0,0.010000,6
CA,96141,PLACER COUNTY NORTH TAHOE AREA,0.060000,0.072500,0.002500,0,0.010000,2
CA,96142,EL DORADO COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,96143,PLACER COUNTY NORTH TAHOE AREA,0.060000,0.072500,0.002500,0,0.010000,2
CA,96145,PLACER COUNTY NORTH TAHOE AREA,0.060000,0.072500,0.002500,0,0.010000,2
CA,96146,PLACER COUNTY NORTH TAHOE AREA,0.060000,0.072500,0.002500,0,0.010000,3
CA,96148,PLACER COUNTY NORTH TAHOE AREA,0.060000,0.072500,0.002500,0,0.010000,1
CA,96150,SOUTH LAKE TAHOE TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,96151,SOUTH LAKE TAHOE TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.005000,0.010000,2
CA,96152,SOUTH LAKE TAHOE TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,96154,SOUTH LAKE TAHOE TOURISM IMPROVEMENT DISTRICT,0.060000,0.077500,0.002500,0.005000,0.010000,1
CA,96155,EL DORADO COUNTY,0.060000,0.072500,0.002500,0,0.010000,3
CA,96157,EL DORADO COUNTY,0.060000,0.072500,0.002500,0,0.010000,1
CA,96158,SOUTH LAKE TAHOE NON REDEVELOPMENT AREA,0.060000,0.077500,0.002500,0.005000,0.010000,2
CA,96160,TRUCKEE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.082500,0.002500,0.007500,0.012500,1
CA,96161,TRUCKEE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.082500,0.002500,0.007500,0.012500,8
CA,96162,TRUCKEE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.060000,0.082500,0.002500,0.007500,0.012500,1
State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
CO,80001,ARVADA (JEFFERSON CO),0.029000,0.079600,0.005000,0.034600,0.011000,1
CO,80002,ARVADA (JEFFERSON CO),0.029000,0.079600,0.005000,0.034600,0.011000,1
CO,80003,ARVADA (JEFFERSON CO),0.029000,0.079600,0.005000,0.034600,0.011000,4
CO,80004,ARVADA (JEFFERSON CO),0.029000,0.079600,0.005000,0.034600,0.011000,1
CO,80005,ARVADA (JEFFERSON CO),0.029000,0.079600,0.005000,0.034600,0.011000,4
CO,80006,ARVADA (JEFFERSON CO),0.029000,0.079600,0.005000,0.034600,0.011000,1
CO,80007,ARVADA (JEFFERSON CO),0.029000,0.079600,0.005000,0.034600,0.011000,1
CO,80010,AURORA (ADAMS CO),0.029000,0.085000,0.007500,0.037500,0.011000,2
CO,80011,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,2
CO,80012,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,4
CO,80013,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,2
CO,80014,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,4
CO,80015,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,4
CO,80016,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,5
CO,80017,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,2
CO,80018,AURORA CD ONLY,0.029000,0.070000,0.002500,0.037500,0.001000,2
CO,80019,AURORA (ADAMS CO),0.029000,0.085000,0.007500,0.037500,0.011000,2
CO,80020,BROOMFIELD,0.029000,0.081500,0,0.041500,0.011000,4
CO,80021,WESTMINSTER (JEFFERSON CO),0.029000,0.083500,0.005000,0.038500,0.011000,4
CO,80022,COMMERCE,0.029000,0.092500,0.007500,0.045000,0.011000,4
CO,80023,BROOMFIELD,0.029000,0.081500,0,0.041500,0.011000,5
CO,80024,ADAMS CO REMAINDER,0.029000,0.047500,0.007500,0,0.011000,1
CO,80025,BOULDER CO REMAINDER,0.029000,0.049850,0.009850,0,0.011000,1
CO,80026,LAFAYETTE,0.029000,0.084850,0.009850,0.035000,0.011000,1
CO,80027,LOUISVILLE,0.029000,0.086350,0.009850,0.036500,0.011000,2
CO,80030,WESTMINSTER (ADAMS CO),0.029000,0.086000,0.007500,0.038500,0.011000,3
CO,80031,WESTMINSTER (ADAMS CO),0.029000,0.086000,0.007500,0.038500,0.011000,3
CO,80033,WHEAT RIDGE,0.029000,0.080000,0.005000,0.035000,0.011000,3
CO,80034,WHEAT RIDGE,0.029000,0.080000,0.005000,0.035000,0.011000,2
CO,80035,WESTMINSTER (ADAMS CO),0.029000,0.086000,0.007500,0.038500,0.011000,3
CO,80036,WESTMINSTER (ADAMS CO),0.029000,0.086000,0.007500,0.038500,0.011000,3
CO,80037,COMMERCE,0.029000,0.092500,0.007500,0.045000,0.011000,1
CO,80038,BROOMFIELD,0.029000,0.081500,0,0.041500,0.011000,3
CO,80040,AURORA (ADAMS CO),0.029000,0.085000,0.007500,0.037500,0.011000,2
CO,80041,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,2
CO,80042,AURORA (ADAMS CO),0.029000,0.085000,0.007500,0.037500,0.011000,2
CO,80044,AURORA (ADAMS CO),0.029000,0.085000,0.007500,0.037500,0.011000,2
CO,80045,AURORA (ADAMS CO),0.029000,0.085000,0.007500,0.037500,0.011000,2
CO,80046,CENTENNIAL,0.029000,0.067500,0.002500,0.025000,0.011000,2
CO,80047,AURORA (ARAPAHOE CO),0.029000,0.080000,0.002500,0.037500,0.011000,2
CO,80101,ELBERT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80102,ADAMS CO REMAINDER CULTUR,0.029000,0.037500,0.007500,0,0.001000,1
CO,80103,ARAPAHOE CO REMAIND CULTU,0.029000,0.032500,0.002500,0,0.001000,1
CO,80104,CASTLE ROCK,0.029000,0.079000,0.010000,0.040000,0,1
CO,80105,ARAPAHOE CO REMAIND CULTU,0.029000,0.032500,0.002500,0,0.001000,1
CO,80106,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80107,ELBERT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80108,CASTLE ROCK,0.029000,0.079000,0.010000,0.040000,0,2
CO,80109,CASTLE ROCK,0.029000,0.079000,0.010000,0.040000,0,1
